sample_idx,is_ood,true_label,true_class_name,pred_label,pred_class_name,correct,confidence,total_entropy,aleatoric,epistemic,variance,error,coverage,cumulative_risk,action
1629,False,1,bathtub,1,bathtub,True,0.9835233092308044,0.1126637533307075,0.0987137779593467,0.0139499753713607,1.643344330659602e-05,False,0.2807941653160454,0.001443001443001443,Grasp
1225,False,14,guitar,14,guitar,True,0.9834617376327516,0.1126443147659301,0.0937911346554756,0.0188531801104545,2.2539470592164434e-05,False,0.28119935170178284,0.001440922190201729,Grasp
225,False,14,guitar,14,guitar,True,0.9834543466567992,0.1072322279214859,0.0850443840026855,0.0221878439188003,4.4307351345196366e-05,False,0.2816045380875203,0.0014388489208633094,Grasp
2128,False,28,table,28,table,True,0.9834384322166444,0.1014009341597557,0.0901391729712486,0.011261761188507,1.7345008018310182e-05,False,0.2820097244732577,0.0014367816091954023,Grasp
91,False,16,mantel,16,mantel,True,0.9832971096038818,0.1101579442620277,0.0913551077246666,0.0188028365373611,2.4378094167332165e-05,False,0.2824149108589951,0.0014347202295552368,Grasp
611,False,16,mantel,16,mantel,True,0.9832862615585328,0.092405617237091,0.0840709060430526,0.0083347111940383,1.511959453637246e-05,False,0.28282009724473256,0.0014326647564469914,Grasp
1006,False,4,bookshelf,4,bookshelf,True,0.9832114577293396,0.1057846769690513,0.0927001982927322,0.0130844786763191,2.60420983977383e-05,False,0.28322528363047,0.001430615164520744,Grasp
1467,False,30,toilet,30,toilet,True,0.9831755757331848,0.1098146587610244,0.0936697497963905,0.0161449089646339,2.8986483812332157e-05,False,0.28363047001620745,0.0014285714285714286,Grasp
1780,False,10,door,10,door,True,0.98307067155838,0.0991000384092331,0.0879678130149841,0.0111322253942489,1.834271097322926e-05,False,0.2840356564019449,0.0014265335235378032,Grasp
2005,False,16,mantel,16,mantel,True,0.983062505722046,0.1056533381342887,0.0921637341380119,0.0134896039962768,2.6283010811312124e-05,False,0.28444084278768234,0.0014245014245014246,Grasp
566,False,5,car,5,car,True,0.9830478429794312,0.1118106916546821,0.0837166011333465,0.0280940905213356,5.088008038001135e-05,False,0.2848460291734198,0.001422475106685633,Grasp
1289,False,7,cone,7,cone,True,0.9829984307289124,0.1076866090297699,0.0843325182795524,0.0233540907502174,5.3630603360943496e-05,False,0.2852512155591572,0.0014204545454545455,Grasp
1603,False,1,bathtub,1,bathtub,True,0.9829935431480408,0.1184879094362258,0.0979450568556785,0.0205428525805473,3.17706580972299e-05,False,0.28565640194489467,0.0014184397163120568,Grasp
1240,False,0,airplane,0,airplane,True,0.982955515384674,0.104662649333477,0.0874483883380889,0.017214260995388,3.797246972681023e-05,False,0.2860615883306321,0.00141643059490085,Grasp
2081,False,4,bookshelf,4,bookshelf,True,0.9829452633857728,0.1124603897333145,0.0956529825925827,0.0168074071407318,1.8524009647080675e-05,False,0.28646677471636955,0.0014144271570014145,Grasp
180,False,14,guitar,14,guitar,True,0.9828751683235168,0.114278107881546,0.0946904569864273,0.0195876508951187,2.4733082682359964e-05,False,0.28687196110210694,0.0014124293785310734,Grasp
1429,False,14,guitar,14,guitar,True,0.9828147292137146,0.1147559732198715,0.0930492132902145,0.0217067599296569,3.963800918427296e-05,False,0.2872771474878444,0.0014104372355430183,Grasp
1297,False,14,guitar,14,guitar,True,0.982802152633667,0.1113354116678237,0.0850168615579605,0.0263185501098632,4.846276351599954e-05,False,0.28768233387358183,0.0014084507042253522,Grasp
1011,False,6,chair,6,chair,True,0.9827804565429688,0.1009182780981063,0.0831112712621688,0.0178070068359375,4.377106597530656e-05,False,0.2880875202593193,0.0014064697609001407,Grasp
1382,False,13,glass_box,13,glass_box,True,0.9827783107757568,0.1223421096801757,0.1022178679704666,0.0201242417097091,3.557043964974582e-05,False,0.2884927066450567,0.0014044943820224719,Grasp
876,False,0,airplane,0,airplane,True,0.9827571511268616,0.1206918060779571,0.0848795846104621,0.0358122214674949,7.787226786604151e-05,False,0.28889789303079416,0.001402524544179523,Grasp
909,False,14,guitar,14,guitar,True,0.9826891422271729,0.1227021962404251,0.0992285162210464,0.0234736800193786,3.144000220345333e-05,False,0.2893030794165316,0.0014005602240896359,Grasp
2072,False,28,table,28,table,True,0.982638955116272,0.1039081662893295,0.0929616913199424,0.010946474969387,1.5111972970771603e-05,False,0.28970826580226905,0.0013986013986013986,Grasp
609,False,32,vase,32,vase,True,0.982495665550232,0.1002524197101593,0.09369857609272,0.0065538436174392,8.291100130009e-06,False,0.2901134521880065,0.0013966480446927375,Grasp
1733,False,16,mantel,16,mantel,True,0.9824874401092528,0.1053783446550369,0.0900171175599098,0.0153612270951271,2.7752148525905795e-05,False,0.29051863857374394,0.001394700139470014,Grasp
1779,False,28,table,28,table,True,0.9824008941650392,0.1202086210250854,0.1019952297210693,0.0182133913040161,1.694561433396302e-05,False,0.2909238249594814,0.001392757660167131,Grasp
466,False,4,bookshelf,4,bookshelf,True,0.98239266872406,0.1228130012750625,0.1066775992512703,0.0161354020237922,1.7820428183767945e-05,False,0.2913290113452188,0.0013908205841446453,Grasp
807,False,2,bed,2,bed,True,0.9823920726776124,0.1276730298995971,0.109420970082283,0.0182520598173141,2.196187415393069e-05,False,0.2917341977309562,0.001388888888888889,Grasp
231,False,21,plant,21,plant,True,0.9823364615440368,0.1094834059476852,0.101205475628376,0.0082779303193092,7.056334197841352e-06,False,0.29213938411669366,0.0013869625520110957,Grasp
1328,False,9,desk,9,desk,True,0.9823034405708312,0.115391731262207,0.0935719758272171,0.0218197554349899,3.053823093068786e-05,False,0.2925445705024311,0.0013850415512465374,Grasp
752,False,2,bed,2,bed,True,0.9822786450386048,0.1116373687982559,0.0996140241622924,0.0120233446359634,1.8557118892204016e-05,False,0.29294975688816854,0.0013831258644536654,Grasp
1974,False,16,mantel,16,mantel,True,0.9822250604629515,0.1173364669084549,0.103384293615818,0.0139521732926368,1.4703341548738535e-05,False,0.293354943273906,0.0013812154696132596,Grasp
1464,False,14,guitar,14,guitar,True,0.9820987582206726,0.1208450198173523,0.0990874096751213,0.0217576101422309,3.839114651782438e-05,False,0.29376012965964343,0.001379310344827586,Grasp
917,False,30,toilet,30,toilet,True,0.9820636510849,0.1259756684303283,0.1070128828287124,0.0189627856016159,1.909686761791818e-05,False,0.2941653160453809,0.0013774104683195593,Grasp
1748,False,14,guitar,14,guitar,True,0.9820584058761596,0.1280070841312408,0.0983661711215972,0.0296409130096435,3.599784758989699e-05,False,0.2945705024311183,0.001375515818431912,Grasp
63,False,4,bookshelf,4,bookshelf,True,0.982044279575348,0.1291062980890274,0.1154549941420555,0.0136513039469718,1.0053871847048867e-05,False,0.29497568881685576,0.0013736263736263737,Grasp
2287,False,20,piano,20,piano,True,0.9820025563240052,0.1227088421583175,0.104117065668106,0.0185917764902114,1.912869447551202e-05,False,0.2953808752025932,0.0013717421124828531,Grasp
1543,False,4,bookshelf,4,bookshelf,True,0.9817856550216676,0.1241126507520675,0.1019439399242401,0.0221687108278274,3.402074798941612e-05,False,0.29578606158833065,0.0013698630136986301,Grasp
2169,False,0,airplane,0,airplane,True,0.9817824363708496,0.1127941533923149,0.0742032676935195,0.0385908856987953,0.0001939970534294,False,0.2961912479740681,0.0013679890560875513,Grasp
1870,False,14,guitar,14,guitar,True,0.9817168712615968,0.1169127523899078,0.0959462821483612,0.0209664702415466,3.882184319081716e-05,False,0.2965964343598055,0.001366120218579235,Grasp
723,False,4,bookshelf,4,bookshelf,True,0.9815652966499328,0.1195499300956726,0.1086238995194435,0.010926030576229,1.2870749742432965e-05,False,0.2970016207455429,0.001364256480218281,Grasp
1489,False,1,bathtub,1,bathtub,True,0.981551229953766,0.1259264945983886,0.1115031316876411,0.0144233629107475,1.351264290860854e-05,False,0.29740680713128037,0.0013623978201634877,Grasp
1830,False,2,bed,2,bed,True,0.981519877910614,0.1199559122323989,0.0980312228202819,0.021924689412117,4.134375922149047e-05,False,0.2978119935170178,0.0013605442176870747,Grasp
49,False,5,car,5,car,True,0.981507420539856,0.1106525212526321,0.0663007646799087,0.0443517565727233,0.0002217753353761,False,0.29821717990275526,0.001358695652173913,Grasp
957,False,9,desk,9,desk,True,0.9815048575401306,0.1191775947809219,0.0986522510647773,0.0205253437161445,2.9759361495962366e-05,False,0.2986223662884927,0.0013568521031207597,Grasp
1898,False,14,guitar,14,guitar,True,0.9814844727516174,0.1203404292464256,0.09968201816082,0.0206584110856056,3.2928994187386706e-05,False,0.29902755267423015,0.0013550135501355014,Grasp
2062,False,25,sofa,25,sofa,True,0.9814234972000122,0.111632116138935,0.0989368855953216,0.0126952305436134,2.4168890377040952e-05,False,0.2994327390599676,0.0013531799729364006,Grasp
1299,False,14,guitar,14,guitar,True,0.981328785419464,0.1320064514875412,0.1106836274266243,0.0213228240609169,2.206655881309416e-05,False,0.29983792544570503,0.0013513513513513514,Grasp
1462,False,5,car,5,car,True,0.9812730550765992,0.1197154596447944,0.1094233095645904,0.010292150080204,1.092269849323202e-05,False,0.3002431118314425,0.001349527665317139,Grasp
1420,False,0,airplane,0,airplane,True,0.9812391996383668,0.1107190698385238,0.0568191036581993,0.0538999661803245,0.0002838850195985,False,0.3006482982171799,0.0013477088948787063,Grasp
2232,False,31,tv_stand,13,glass_box,False,0.9811899065971376,0.1285496801137924,0.0987959578633308,0.0297537222504615,5.90799972997047e-05,True,0.30105348460291737,0.0026917900403768506,Grasp
1601,False,9,desk,9,desk,True,0.9811050295829772,0.1111399456858635,0.0855847597122192,0.0255551859736442,4.989121953258291e-05,False,0.3014586709886548,0.002688172043010753,Grasp
2019,False,28,table,28,table,True,0.9810421466827391,0.1094451695680618,0.0894223898649215,0.0200227797031402,6.0350270359776914e-05,False,0.3018638573743922,0.0026845637583892616,Grasp
2176,False,14,guitar,14,guitar,True,0.980929672718048,0.1203673034906387,0.1001814231276512,0.0201858803629875,3.435122926020995e-05,False,0.30226904376012964,0.002680965147453083,Grasp
1571,False,6,chair,6,chair,True,0.9808320999145508,0.1267839074134826,0.09162487834692,0.0351590290665626,7.04580670571886e-05,False,0.3026742301458671,0.002677376171352075,Grasp
455,False,13,glass_box,13,glass_box,True,0.9807799458503724,0.1298698782920837,0.1057316958904266,0.0241381824016571,3.973820639657788e-05,False,0.30307941653160453,0.00267379679144385,Grasp
27,False,5,car,5,car,True,0.9806818962097168,0.1000227406620979,0.080516293644905,0.0195064470171928,6.494885019492358e-05,False,0.303484602917342,0.0026702269692923898,Grasp
796,False,16,mantel,16,mantel,True,0.9806252121925354,0.1404465734958648,0.1207643821835517,0.019682191312313,2.207624856964685e-05,False,0.3038897893030794,0.0026666666666666666,Grasp
447,False,2,bed,2,bed,True,0.980328381061554,0.1337856203317642,0.1178681030869484,0.0159175172448158,1.9596865968196653e-05,False,0.30429497568881686,0.002663115845539281,Grasp
1355,False,5,car,5,car,True,0.9803155064582824,0.1397373676300048,0.1110398769378662,0.0286974906921386,4.198001624899917e-05,False,0.3047001620745543,0.0026595744680851063,Grasp
1853,False,26,stairs,26,stairs,True,0.9802766442298888,0.1291588246822357,0.1121938675642013,0.0169649571180343,1.8200955310021527e-05,False,0.30510534846029175,0.0026560424966799467,Grasp
2184,False,4,bookshelf,4,bookshelf,True,0.9802616238594056,0.1384649872779846,0.1217449605464935,0.016720026731491,1.752686148392968e-05,False,0.3055105348460292,0.002652519893899204,Grasp
715,False,4,bookshelf,4,bookshelf,True,0.9802232384681702,0.1262365877628326,0.1048279330134391,0.0214086547493934,4.2905769078060985e-05,False,0.30591572123176664,0.0026490066225165563,Grasp
1218,False,14,guitar,14,guitar,True,0.9802203178405762,0.1197977289557457,0.0963205248117446,0.023477204144001,4.828907549381256e-05,False,0.3063209076175041,0.0026455026455026454,Grasp
1385,False,17,monitor,17,monitor,True,0.9801533222198486,0.144893541932106,0.120417445898056,0.0244760960340499,3.175549863954075e-05,False,0.30672609400324147,0.002642007926023778,Grasp
749,False,16,mantel,16,mantel,True,0.9800874590873718,0.1241344362497329,0.1001859903335571,0.0239484459161758,4.744032776216045e-05,False,0.3071312803889789,0.002638522427440633,Grasp
2018,False,13,glass_box,13,glass_box,True,0.9800862073898317,0.1370268017053604,0.1061237081885337,0.0309030935168266,7.580063538625836e-05,False,0.30753646677471635,0.002635046113306983,Grasp
1531,False,16,mantel,16,mantel,True,0.9799341559410096,0.1312661916017532,0.1067495867609977,0.0245166048407554,5.174552643438801e-05,False,0.3079416531604538,0.002631578947368421,Grasp
2154,False,4,bookshelf,4,bookshelf,True,0.9799057245254515,0.1273219585418701,0.1134741455316543,0.0138478130102157,1.7293214114033617e-05,False,0.30834683954619124,0.002628120893561104,Grasp
345,False,23,range_hood,23,range_hood,True,0.9797796010971068,0.1262818127870559,0.0977374017238617,0.0285444110631942,6.24984604655765e-05,False,0.3087520259319287,0.0026246719160104987,Grasp
1509,False,16,mantel,16,mantel,True,0.9797783493995668,0.1357654929161071,0.1147716417908668,0.0209938511252403,2.9784796424792148e-05,False,0.30915721231766613,0.002621231979030144,Grasp
1578,False,16,mantel,16,mantel,True,0.9794667363166808,0.1391519010066986,0.1107780337333679,0.0283738672733306,4.682852886617184e-05,False,0.3095623987034036,0.002617801047120419,Grasp
127,False,14,guitar,14,guitar,True,0.9794389605522156,0.1358863413333892,0.1126410886645317,0.0232452526688575,4.1717099520610645e-05,False,0.309967585089141,0.00261437908496732,Grasp
2039,False,14,guitar,14,guitar,True,0.9793899059295654,0.1341854184865951,0.1077288836240768,0.0264565348625183,4.484953751671128e-05,False,0.31037277147487846,0.0026109660574412533,Grasp
887,False,4,bookshelf,4,bookshelf,True,0.9793205261230468,0.1130575835704803,0.1003050357103347,0.0127525478601455,3.0722494557267055e-05,False,0.3107779578606159,0.002607561929595828,Grasp
2012,False,20,piano,20,piano,True,0.9791689515113832,0.1231231018900871,0.1028013527393341,0.020321749150753,5.0701284635579214e-05,False,0.31118314424635335,0.0026041666666666665,Grasp
1257,False,0,airplane,0,airplane,True,0.9791286587715148,0.1269738674163818,0.0819949731230735,0.0449788942933082,0.000224717441597,False,0.31158833063209074,0.002600780234070221,Grasp
1001,False,9,desk,9,desk,True,0.9790339469909668,0.1434909999370575,0.1138245090842247,0.0296664908528327,5.507182868313976e-05,False,0.3119935170178282,0.0025974025974025974,Grasp
2097,False,16,mantel,16,mantel,True,0.978935718536377,0.1361097544431686,0.1099543645977974,0.0261553898453712,5.866681021871045e-05,False,0.3123987034035656,0.0025940337224383916,Grasp
1492,False,10,door,10,door,True,0.9789164066314696,0.1135823875665664,0.1052144095301628,0.0083679780364036,1.7657021089689806e-05,False,0.31280388978930307,0.0025906735751295338,Grasp
750,False,0,airplane,0,airplane,True,0.9789133667945862,0.1267245709896087,0.0981727614998817,0.028551809489727,6.860173016320914e-05,False,0.3132090761750405,0.00258732212160414,Grasp
28,False,14,guitar,14,guitar,True,0.978779137134552,0.1367169022560119,0.1132803484797477,0.0234365537762641,5.271448026178405e-05,False,0.31361426256077796,0.002583979328165375,Grasp
36,False,23,range_hood,23,range_hood,True,0.9786491394042968,0.1323040276765823,0.1186214163899421,0.0136826112866401,1.7752063286025077e-05,False,0.3140194489465154,0.0025806451612903226,Grasp
442,False,13,glass_box,13,glass_box,True,0.9786223769187928,0.1424959599971771,0.1272248178720474,0.0152711421251297,1.407697254762752e-05,False,0.31442463533225284,0.002577319587628866,Grasp
1105,False,14,guitar,14,guitar,True,0.9785203337669371,0.1430721879005432,0.1001699864864349,0.0429022014141082,0.0001217318422277,False,0.3148298217179903,0.002574002574002574,Grasp
383,False,14,guitar,14,guitar,True,0.9783971309661864,0.1420092582702636,0.0938036069273948,0.0482056513428688,0.0001292890519835,False,0.31523500810372773,0.002570694087403599,Grasp
120,False,14,guitar,14,guitar,True,0.9783689975738524,0.1424486339092254,0.1107111349701881,0.0317374989390373,5.18852612003684e-05,False,0.3156401944894652,0.0025673940949935813,Grasp
922,False,20,piano,20,piano,True,0.9783278107643129,0.1237316578626632,0.0960578173398971,0.0276738405227661,0.0001093804094125,False,0.3160453808752026,0.002564102564102564,Grasp
890,False,7,cone,7,cone,True,0.9782808423042296,0.1399812251329422,0.1221441179513931,0.017837107181549,2.4469227355439216e-05,False,0.31645056726094,0.002560819462227913,Grasp
1700,False,23,range_hood,23,range_hood,True,0.9780738949775696,0.1361276805400848,0.1202688887715339,0.0158587917685508,2.29066517931642e-05,False,0.31685575364667745,0.0025575447570332483,Grasp
849,False,28,table,28,table,True,0.977992057800293,0.1281279623508453,0.1103892549872398,0.0177387073636055,2.7229754778090864e-05,False,0.3172609400324149,0.002554278416347382,Grasp
914,False,4,bookshelf,4,bookshelf,True,0.9777032732963562,0.1374111622571945,0.125645637512207,0.0117655247449874,1.85565986612346e-05,False,0.31766612641815234,0.002551020408163265,Grasp
113,False,5,car,5,car,True,0.9777016043663024,0.1501489579677581,0.1253506988286972,0.0247982591390609,4.184502540738322e-05,False,0.3180713128038898,0.0025477707006369425,Grasp
880,False,16,mantel,16,mantel,True,0.977623701095581,0.1519821584224701,0.1197494715452194,0.0322326868772506,4.187903687125072e-05,False,0.3184764991896272,0.002544529262086514,Grasp
2165,False,17,monitor,17,monitor,True,0.9775893688201904,0.1486152410507202,0.1288204044103622,0.0197948366403579,3.7016390706412494e-05,False,0.31888168557536467,0.0025412960609911056,Grasp
1798,False,5,car,5,car,True,0.9775869250297546,0.1359414458274841,0.090536743402481,0.045404702425003,0.000185116121429,False,0.3192868719611021,0.0025380710659898475,Grasp
445,False,30,toilet,30,toilet,True,0.977541208267212,0.144819438457489,0.1188284531235694,0.0259909853339195,4.8679776227800176e-05,False,0.31969205834683956,0.0025348542458808617,Grasp
1956,False,10,door,10,door,True,0.9775105118751526,0.1165678575634956,0.105640172958374,0.0109276846051216,2.6511523174121976e-05,False,0.320097244732577,0.002531645569620253,Grasp
861,False,4,bookshelf,4,bookshelf,True,0.9775026440620422,0.1623351871967315,0.142007440328598,0.0203277468681335,3.224705142201856e-05,False,0.32050243111831445,0.0025284450063211127,Grasp
1418,False,20,piano,20,piano,True,0.9774953126907348,0.1299435198307037,0.094381608068943,0.0355619117617607,0.0001744610490277,False,0.3209076175040519,0.0025252525252525255,Grasp
674,False,4,bookshelf,4,bookshelf,True,0.9774646759033204,0.1280863881111145,0.1183963194489479,0.0096900686621665,1.3007735105929896e-05,False,0.3213128038897893,0.0025220680958385876,Grasp
1067,False,16,mantel,16,mantel,True,0.9774569272994996,0.1387387961149215,0.1098703816533088,0.0288684144616127,8.470401371596381e-05,False,0.3217179902755267,0.0025188916876574307,Grasp
1163,False,30,toilet,30,toilet,True,0.977441430091858,0.1226866245269775,0.0803344473242759,0.0423521772027015,0.0002095947129419,False,0.32212317666126417,0.0025157232704402514,Grasp
352,False,14,guitar,14,guitar,True,0.9773926138877868,0.1515374928712844,0.1162921711802482,0.0352453216910362,8.132405491778627e-05,False,0.3225283630470016,0.002512562814070352,Grasp
1666,False,6,chair,6,chair,True,0.9773612022399902,0.1320362985134124,0.0925624296069145,0.0394738689064979,0.0001360927417408,False,0.32293354943273905,0.002509410288582183,Grasp
677,False,14,guitar,14,guitar,True,0.9773578643798828,0.1516471654176712,0.1214199140667915,0.0302272513508796,5.0110058509744704e-05,False,0.3233387358184765,0.002506265664160401,Grasp
2091,False,14,guitar,14,guitar,True,0.9773359894752502,0.153450459241867,0.1170675307512283,0.0363829284906387,0.0001000490156002,False,0.32374392220421394,0.0025031289111389237,Grasp
1435,False,28,table,28,table,True,0.9772762656211852,0.1272712051868438,0.1050871759653091,0.0221840292215347,7.065894169500098e-05,False,0.3241491085899514,0.0025,Grasp
1235,False,1,bathtub,1,bathtub,True,0.977222204208374,0.1557927578687667,0.1377998441457748,0.0179929137229919,1.983348556677811e-05,False,0.32455429497568883,0.0024968789013732834,Grasp
291,False,14,guitar,14,guitar,True,0.9771488904953004,0.1468862295150756,0.1023883745074272,0.0444978550076484,0.0001843681238824,False,0.3249594813614263,0.0024937655860349127,Grasp
388,False,19,person,19,person,True,0.9769413471221924,0.1555874943733215,0.1274902522563934,0.0280972421169281,4.381731196190231e-05,False,0.3253646677471637,0.0024906600249066002,Grasp
400,False,16,mantel,16,mantel,True,0.9768886566162108,0.1364118754863739,0.11966373026371,0.0167481452226638,2.7344593036104925e-05,False,0.32576985413290116,0.0024875621890547263,Grasp
469,False,28,table,28,table,True,0.9768062829971312,0.137582927942276,0.1174379810690879,0.020144946873188,4.673458533943631e-05,False,0.32617504051863855,0.002484472049689441,Grasp
2024,False,10,door,10,door,True,0.9767114520072936,0.1244077160954475,0.1159806922078132,0.0084270238876342,1.724805224512238e-05,False,0.326580226904376,0.0024813895781637717,Grasp
1691,False,14,guitar,14,guitar,True,0.9767067432403564,0.1538262218236923,0.1082400381565094,0.0455861836671829,0.0001015663146972,False,0.32698541329011344,0.0024783147459727386,Grasp
953,False,32,vase,32,vase,True,0.976481795310974,0.1308613866567611,0.1156283989548683,0.0152329877018928,2.1500767616089437e-05,False,0.3273905996758509,0.0024752475247524753,Grasp
1955,False,9,desk,9,desk,True,0.9762935042381288,0.1501743197441101,0.1315140724182129,0.0186602473258972,2.774181666609365e-05,False,0.3277957860615883,0.002472187886279357,Grasp
1934,False,1,bathtub,1,bathtub,True,0.9762546420097352,0.1387389004230499,0.1142551153898239,0.024483785033226,6.851545185782015e-05,False,0.32820097244732577,0.0024691358024691358,Grasp
1346,False,30,toilet,30,toilet,True,0.9760147333145142,0.1601455360651016,0.1336062848567962,0.0265392512083053,4.415526200318709e-05,False,0.3286061588330632,0.002466091245376079,Grasp
769,False,0,airplane,0,airplane,True,0.9759624004364014,0.1543551087379455,0.1238724291324615,0.030482679605484,7.505012763431296e-05,False,0.32901134521880065,0.0024630541871921183,Grasp
382,False,25,sofa,25,sofa,True,0.9759358763694764,0.1428837776184082,0.1140988916158676,0.0287848860025405,9.040409349836408e-05,False,0.3294165316045381,0.0024600246002460025,Grasp
420,False,20,piano,20,piano,True,0.9756492972373962,0.1536824703216552,0.1342395991086959,0.0194428712129592,2.589925134088844e-05,False,0.32982171799027554,0.002457002457002457,Grasp
928,False,16,mantel,16,mantel,True,0.97542804479599,0.1570720672607422,0.1224750131368637,0.0345970541238784,9.310728637501596e-05,False,0.330226904376013,0.00245398773006135,Grasp
40,False,16,mantel,16,mantel,True,0.9752616286277772,0.1433719843626022,0.1176292076706886,0.0257427766919136,6.115722499089316e-05,False,0.33063209076175043,0.0024509803921568627,Grasp
1455,False,17,monitor,17,monitor,True,0.9752471446990968,0.1763359010219574,0.148442342877388,0.0278935581445693,3.392854341655038e-05,False,0.3310372771474878,0.0024479804161566705,Grasp
1247,False,16,mantel,16,mantel,True,0.9751895070075988,0.1338088512420654,0.1169522479176521,0.0168566033244133,3.591056156437844e-05,False,0.33144246353322526,0.0024449877750611247,Grasp
904,False,4,bookshelf,4,bookshelf,True,0.97512286901474,0.1592463105916977,0.1398643851280212,0.0193819254636764,2.5691255359561183e-05,False,0.3318476499189627,0.002442002442002442,Grasp
1056,False,6,chair,6,chair,True,0.974815547466278,0.1692948937416076,0.1368713825941085,0.032423511147499,6.165057857288048e-05,False,0.33225283630470015,0.0024390243902439024,Grasp
676,False,5,car,5,car,True,0.9747989773750304,0.1414313167333603,0.0996256992220878,0.0418056175112724,0.0001810679823393,False,0.3326580226904376,0.00243605359317905,Grasp
2206,False,23,range_hood,23,range_hood,True,0.9747908115386964,0.1557034254074096,0.1358536779880523,0.0198497474193573,2.8217467843205668e-05,False,0.33306320907617504,0.0024330900243309003,Grasp
1800,False,5,car,5,car,True,0.9747745394706726,0.14326211810112,0.0941072776913642,0.0491548404097557,0.0002427281579002,False,0.3334683954619125,0.002430133657351154,Grasp
774,False,17,monitor,17,monitor,True,0.9747539758682252,0.1819777637720108,0.1549040675163269,0.0270736962556839,3.869160354952328e-05,False,0.3338735818476499,0.0024271844660194173,Grasp
1947,False,32,vase,32,vase,True,0.9747539162635804,0.1353433281183242,0.127395823597908,0.0079475045204162,1.355118820356438e-05,False,0.33427876823338737,0.0024242424242424242,Grasp
255,False,14,guitar,14,guitar,True,0.9747298359870912,0.1448309123516082,0.1167605966329574,0.0280703157186508,0.0001082429953385,False,0.3346839546191248,0.002421307506053269,Grasp
886,False,16,mantel,16,mantel,True,0.9745141863822936,0.1757023632526397,0.1560784578323364,0.0196239054203033,2.7098121790913865e-05,False,0.33508914100486226,0.0024183796856106408,Grasp
1074,False,28,table,28,table,True,0.974512815475464,0.1549354493618011,0.1289857178926468,0.0259497314691543,5.109148332849145e-05,False,0.3354943273905997,0.0024154589371980675,Grasp
15,False,6,chair,6,chair,True,0.9743584990501404,0.1527216732501983,0.1101044714450836,0.0426172018051147,0.0001700793800409,False,0.3358995137763371,0.0024125452352231603,Grasp
1684,False,16,mantel,16,mantel,True,0.9743415117263794,0.1383556276559829,0.1182428672909736,0.0201127603650093,4.753613393404521e-05,False,0.33630470016207453,0.0024096385542168677,Grasp
1839,False,25,sofa,25,sofa,True,0.9742854237556458,0.1363486498594284,0.1166068613529205,0.0197417885065078,6.891247176099569e-05,False,0.336709886547812,0.0024067388688327317,Grasp
850,False,5,car,5,car,True,0.9742538928985596,0.1504257023334503,0.1231477260589599,0.0272779762744903,7.414027641061693e-05,False,0.3371150729335494,0.002403846153846154,Grasp
1812,False,5,car,5,car,True,0.9742114543914796,0.1446818113327026,0.1136478036642074,0.0310340076684951,0.0001094728577299,False,0.33752025931928686,0.0024009603841536613,Grasp
1658,False,22,radio,22,radio,True,0.9741512537002563,0.1650082170963287,0.1293380856513977,0.035670131444931,7.22599434084259e-05,False,0.3379254457050243,0.002398081534772182,Grasp
527,False,6,chair,6,chair,True,0.9741511344909668,0.1609697639942169,0.1450916826725006,0.0158780813217163,2.1301240849425085e-05,False,0.33833063209076175,0.0023952095808383233,Grasp
235,False,1,bathtub,1,bathtub,True,0.9740350842475892,0.1553793102502823,0.1314505636692047,0.0239287465810775,4.025818634545431e-05,False,0.3387358184764992,0.0023923444976076554,Grasp
1559,False,4,bookshelf,4,bookshelf,True,0.974033772945404,0.171005517244339,0.1499083340167999,0.021097183227539,2.7237860194873065e-05,False,0.33914100486223664,0.0023894862604540022,Grasp
2013,False,5,car,5,car,True,0.9739728569984436,0.1690929383039474,0.1254153251647949,0.0436776131391525,0.0001230820489581,False,0.3395461912479741,0.002386634844868735,Grasp
1019,False,28,table,28,table,True,0.9737778902053832,0.146974503993988,0.131616786122322,0.0153577178716659,3.553630085662007e-05,False,0.3399513776337115,0.0023837902264600714,Grasp
960,False,2,bed,2,bed,True,0.9734577536582948,0.1692443341016769,0.1095184385776519,0.0597258955240249,0.0002838231739588,False,0.34035656401944897,0.002380952380952381,Grasp
1040,False,16,mantel,16,mantel,True,0.9733701944351196,0.1711741983890533,0.1386597454547882,0.0325144529342651,5.933273860136978e-05,False,0.34076175040518636,0.0023781212841854932,Grasp
868,False,21,plant,21,plant,True,0.9732715487480164,0.1591673195362091,0.139615923166275,0.019551396369934,4.710978828370571e-05,False,0.3411669367909238,0.0023752969121140144,Grasp
798,False,6,chair,6,chair,True,0.9731045961380004,0.1668062508106231,0.1243150308728218,0.0424912199378013,0.000166798083228,False,0.34157212317666125,0.002372479240806643,Grasp
863,False,4,bookshelf,4,bookshelf,True,0.9731018543243408,0.1591371893882751,0.135188952088356,0.0239482372999191,6.030191434547305e-05,False,0.3419773095623987,0.002369668246445498,Grasp
835,False,32,vase,32,vase,True,0.97303706407547,0.13707335293293,0.1294159740209579,0.007657378911972,2.0523855710052885e-05,False,0.34238249594813613,0.002366863905325444,Grasp
226,False,28,table,28,table,True,0.972935676574707,0.1539987027645111,0.1288476437330246,0.0251510590314865,7.0624279032927e-05,False,0.3427876823338736,0.002364066193853428,Grasp
