is_ood,true_label,k1_pred,k1_confidence,k1_action,k1_correct,k2_pred,k2_confidence,k2_action,k2_correct,k3_pred,k3_confidence,k3_action,k3_correct,true_class_name
False,14,26,0.26327258348464966,Ask for help,False,14,0.32481619715690613,Ask for help,True,14,0.504649817943573,Ask for help,True,guitar
False,27,27,0.32669010758399963,Ask for help,True,19,0.3510909974575043,Ask for help,False,19,0.23406082391738892,Ask for help,False,stool
False,7,22,0.29083627462387085,Ask for help,False,21,0.31275492906570435,Ask for help,False,21,0.2832704484462738,Ask for help,False,cone
False,4,8,0.3048693835735321,Ask for help,False,8,0.37890028953552246,Ask for help,False,8,0.27899888157844543,Ask for help,False,bookshelf
False,0,8,0.6045529842376709,Ask for help,False,8,0.5135756731033325,Ask for help,False,8,0.5956217646598816,Ask for help,False,airplane
False,32,29,0.31887760758399963,Ask for help,False,29,0.2530491352081299,Ask for help,False,15,0.19873590767383575,Ask for help,False,vase
False,14,8,0.5793104767799377,Ask for help,False,8,0.5633495450019836,Ask for help,False,8,0.6269012093544006,Ask for help,False,guitar
False,13,2,0.521655797958374,Ask for help,False,2,0.260827898979187,Ask for help,False,2,0.2617720663547516,Ask for help,False,glass_box
False,4,21,0.4286715090274811,Ask for help,False,19,0.38084569573402405,Ask for help,False,19,0.2544309198856354,Ask for help,False,bookshelf
True,5,27,0.24417108297348022,Ask for help,,21,0.2102811485528946,Ask for help,,21,0.2311636209487915,Ask for help,,bottle
False,22,22,0.4292878806591034,Ask for help,True,22,0.4807712435722351,Ask for help,True,22,0.48722076416015625,Ask for help,True,radio
False,30,30,0.37824562191963196,Ask for help,True,30,0.1982376128435135,Ask for help,True,21,0.2354838103055954,Ask for help,False,toilet
False,1,29,0.5543063282966614,Ask for help,False,28,0.4589032232761383,Ask for help,False,28,0.31406036019325256,Ask for help,False,bathtub
False,30,21,0.42585888504981995,Ask for help,False,30,0.3191970884799957,Ask for help,True,28,0.2683146595954895,Ask for help,False,toilet
False,16,10,0.47245344519615173,Ask for help,False,28,0.42865800857543945,Ask for help,False,10,0.365924596786499,Ask for help,False,mantel
False,30,21,0.3233533501625061,Ask for help,False,21,0.2637275159358978,Ask for help,False,8,0.3081892132759094,Ask for help,False,toilet
False,33,27,0.6041882634162903,Ask for help,False,27,0.34300920367240906,Ask for help,False,27,0.23213662207126617,Ask for help,False,wardrobe
False,18,6,0.37330105900764465,Ask for help,False,6,0.3011448383331299,Ask for help,False,28,0.3993707597255707,Ask for help,False,night_stand
False,20,28,0.9144330620765686,Grasp,False,28,0.496141254901886,Ask for help,False,28,0.3322189748287201,Ask for help,False,piano
False,1,2,0.3357422649860382,Ask for help,False,29,0.27826187014579773,Ask for help,False,29,0.2977505624294281,Ask for help,False,bathtub
False,18,30,0.6631742715835571,Ask for help,False,30,0.33158719539642334,Ask for help,False,28,0.33009716868400574,Ask for help,False,night_stand
False,11,21,0.4225161671638489,Ask for help,False,21,0.2112821787595749,Ask for help,False,28,0.2578887343406677,Ask for help,False,dresser
False,16,27,0.3622416853904724,Ask for help,False,28,0.42340028285980225,Ask for help,False,28,0.36750856041908264,Ask for help,False,mantel
False,9,8,0.41474035382270813,Ask for help,False,8,0.2572297751903534,Ask for help,False,28,0.3026179373264313,Ask for help,False,desk
False,3,28,0.3804689049720764,Ask for help,False,27,0.3073441982269287,Ask for help,False,28,0.37852635979652405,Ask for help,False,bench
False,32,7,0.5982739925384521,Ask for help,False,22,0.37540334463119507,Ask for help,False,22,0.3834690749645233,Ask for help,False,vase
False,14,22,0.5194815993309021,Ask for help,False,8,0.39155617356300354,Ask for help,False,8,0.46031150221824646,Ask for help,False,guitar
False,23,30,0.21458874642848969,Ask for help,False,26,0.33800485730171204,Ask for help,False,26,0.2275397628545761,Ask for help,False,range_hood
False,21,28,0.531378448009491,Ask for help,False,28,0.6292333602905273,Ask for help,False,28,0.4195958375930786,Ask for help,False,plant
False,21,19,0.44967174530029297,Ask for help,False,8,0.23302532732486725,Ask for help,False,21,0.19034095108509064,Ask for help,True,plant
False,23,28,0.7693687677383423,Ask for help,False,28,0.38598453998565674,Ask for help,False,28,0.46777400374412537,Ask for help,False,range_hood
False,1,28,0.8223870396614075,Re-scan,False,28,0.412257581949234,Ask for help,False,28,0.27530035376548767,Ask for help,False,bathtub
False,2,19,0.5696783065795898,Ask for help,False,19,0.600519061088562,Ask for help,False,19,0.4004393517971039,Ask for help,False,bed
False,21,21,0.5588287711143494,Ask for help,True,21,0.649004340171814,Ask for help,True,21,0.4965347349643707,Ask for help,True,plant
False,28,8,0.42214635014533997,Ask for help,False,8,0.463778018951416,Ask for help,False,8,0.36557963490486145,Ask for help,False,table
False,30,30,0.7067860960960388,Ask for help,True,30,0.356423556804657,Ask for help,True,19,0.26536446809768677,Ask for help,False,toilet
True,18,8,0.417004257440567,Ask for help,,28,0.30105870962142944,Ask for help,,8,0.320837140083313,Ask for help,,keyboard
False,25,19,0.4104183316230774,Ask for help,False,6,0.3103146255016327,Ask for help,False,28,0.31359073519706726,Ask for help,False,sofa
False,2,26,0.28617486357688904,Ask for help,False,15,0.18410158157348633,Ask for help,False,15,0.17667214572429657,Ask for help,False,bed
False,21,28,0.8932177424430847,Grasp,False,28,0.44661077857017517,Ask for help,False,28,0.5423224568367004,Ask for help,False,plant
False,23,19,0.3359414041042328,Ask for help,False,28,0.38798683881759644,Ask for help,False,6,0.3737480640411377,Ask for help,False,range_hood
False,11,29,0.5184791684150696,Ask for help,False,28,0.46964773535728455,Ask for help,False,28,0.45084595680236816,Ask for help,False,dresser
False,13,8,0.21661990880966187,Ask for help,False,29,0.3316154479980469,Ask for help,False,29,0.2212579995393753,Ask for help,False,glass_box
True,10,15,0.615927517414093,Ask for help,,15,0.3478650152683258,Ask for help,,15,0.27275267243385315,Ask for help,,cup
False,12,21,0.39329731464385986,Ask for help,False,21,0.3008294403553009,Ask for help,False,27,0.22902719676494598,Ask for help,False,flower_pot
False,6,6,0.4757249653339386,Ask for help,True,6,0.5632207989692688,Ask for help,True,6,0.44161438941955566,Ask for help,True,chair
False,25,19,0.7408074736595154,Ask for help,False,19,0.5311186909675598,Ask for help,False,19,0.3541400134563446,Ask for help,False,sofa
False,13,19,0.324159175157547,Ask for help,False,28,0.25216424465179443,Ask for help,False,28,0.21762703359127045,Ask for help,False,glass_box
True,5,19,0.8275004029273987,Re-scan,,19,0.4137679934501648,Ask for help,,19,0.2758482098579407,Ask for help,,bottle
False,14,8,0.4998091459274292,Ask for help,False,15,0.4106636047363281,Ask for help,False,15,0.5259397029876709,Ask for help,False,guitar
False,11,6,0.36259588599205017,Ask for help,False,29,0.2262265384197235,Ask for help,False,29,0.28810858726501465,Ask for help,False,dresser
False,20,6,0.31494253873825073,Ask for help,False,6,0.35491687059402466,Ask for help,False,6,0.26661553978919983,Ask for help,False,piano
False,1,29,0.8381810784339905,Re-scan,False,29,0.5248423218727112,Ask for help,False,29,0.4641744792461395,Ask for help,False,bathtub
False,21,26,0.5167778134346008,Ask for help,False,21,0.33639225363731384,Ask for help,True,21,0.43973755836486816,Ask for help,True,plant
False,14,26,0.6722002625465393,Ask for help,False,26,0.33684787154197693,Ask for help,False,8,0.3628487288951874,Ask for help,False,guitar
False,17,28,0.6619828343391418,Ask for help,False,29,0.3620762825012207,Ask for help,False,29,0.45209577679634094,Ask for help,False,monitor
False,13,28,0.741588830947876,Ask for help,False,28,0.8198809623718262,Re-scan,False,28,0.5466247200965881,Ask for help,False,glass_box
False,13,28,0.9036844968795776,Grasp,False,28,0.506885290145874,Ask for help,False,28,0.36187174916267395,Ask for help,False,glass_box
False,15,15,0.6386029720306396,Ask for help,True,15,0.37261444330215454,Ask for help,True,21,0.33175066113471985,Ask for help,False,lamp
False,9,29,0.5522181391716003,Ask for help,False,29,0.48938336968421936,Ask for help,False,29,0.33004164695739746,Ask for help,False,desk
True,10,21,0.48907551169395447,Ask for help,,21,0.24706090986728668,Ask for help,,21,0.2854674160480499,Ask for help,,cup
False,5,9,0.2553756535053253,Ask for help,False,28,0.43928977847099304,Ask for help,False,28,0.40607067942619324,Ask for help,False,car
False,4,26,0.4086412489414215,Ask for help,False,6,0.3714592754840851,Ask for help,False,6,0.24805660545825958,Ask for help,False,bookshelf
False,32,6,0.9308694005012512,Grasp,False,6,0.5430284142494202,Ask for help,False,28,0.4616377353668213,Ask for help,False,vase
False,32,29,0.29583433270454407,Ask for help,False,21,0.17966647446155548,Ask for help,False,29,0.31585049629211426,Ask for help,False,vase
False,6,8,0.4974842071533203,Ask for help,False,8,0.4950077533721924,Ask for help,False,8,0.33142486214637756,Ask for help,False,chair
False,6,22,0.18451054394245148,Ask for help,False,6,0.1805683970451355,Ask for help,True,22,0.21585066616535187,Ask for help,False,chair
False,0,8,0.45430442690849304,Ask for help,False,8,0.37326401472091675,Ask for help,False,8,0.31412094831466675,Ask for help,False,airplane
False,28,8,0.2694973349571228,Ask for help,False,8,0.3429943323135376,Ask for help,False,8,0.29673856496810913,Ask for help,False,table
False,14,14,0.5570085644721985,Ask for help,True,22,0.3579463064670563,Ask for help,False,14,0.39775338768959045,Ask for help,True,guitar
False,30,30,0.4962480664253235,Ask for help,True,30,0.2825727164745331,Ask for help,True,28,0.2555612623691559,Ask for help,False,toilet
False,4,21,0.4588594138622284,Ask for help,False,8,0.28589168190956116,Ask for help,False,21,0.28392237424850464,Ask for help,False,bookshelf
False,16,10,0.5114571452140808,Ask for help,False,10,0.5114269256591797,Ask for help,False,10,0.35107898712158203,Ask for help,False,mantel
False,16,10,0.4160788357257843,Ask for help,False,28,0.2665254473686218,Ask for help,False,28,0.5070908069610596,Ask for help,False,mantel
True,5,22,0.4418473541736603,Ask for help,,22,0.40037834644317627,Ask for help,,22,0.3342300355434418,Ask for help,,bottle
False,17,0,0.2753995358943939,Ask for help,False,8,0.27101507782936096,Ask for help,False,28,0.24610590934753418,Ask for help,False,monitor
False,14,8,0.7175812125205994,Ask for help,False,8,0.5493564605712891,Ask for help,False,8,0.5805725455284119,Ask for help,False,guitar
False,25,28,0.9157151579856873,Grasp,False,28,0.8769354820251465,Re-scan,False,28,0.6344544887542725,Ask for help,False,sofa
False,11,15,0.8115874528884888,Re-scan,False,15,0.40831127762794495,Ask for help,False,15,0.27647143602371216,Ask for help,False,dresser
False,13,26,0.46440640091896057,Ask for help,False,29,0.27477604150772095,Ask for help,False,26,0.20968501269817352,Ask for help,False,glass_box
False,21,28,0.9328776001930237,Grasp,False,28,0.8658617734909058,Re-scan,False,28,0.5772821307182312,Ask for help,False,plant
False,28,15,0.7458673119544983,Ask for help,False,15,0.4732009768486023,Ask for help,False,8,0.38481998443603516,Ask for help,False,table
False,28,8,0.315609872341156,Ask for help,False,15,0.3058205544948578,Ask for help,False,8,0.25424906611442566,Ask for help,False,table
False,28,19,0.4898335635662079,Ask for help,False,21,0.26318129897117615,Ask for help,False,21,0.3269847333431244,Ask for help,False,table
False,11,29,0.49460896849632263,Ask for help,False,29,0.6386740803718567,Ask for help,False,29,0.46119987964630127,Ask for help,False,dresser
False,30,22,0.2503679394721985,Ask for help,False,2,0.21240553259849548,Ask for help,False,19,0.26965776085853577,Ask for help,False,toilet
False,5,28,0.5976547598838806,Ask for help,False,28,0.34158265590667725,Ask for help,False,29,0.29403921961784363,Ask for help,False,car
False,25,9,0.39140424132347107,Ask for help,False,21,0.2714504599571228,Ask for help,False,26,0.21433238685131073,Ask for help,False,sofa
False,5,29,0.6688864231109619,Ask for help,False,29,0.33492952585220337,Ask for help,False,29,0.44749918580055237,Ask for help,False,car
False,11,8,0.327722430229187,Ask for help,False,15,0.24005679786205292,Ask for help,False,21,0.19252847135066986,Ask for help,False,dresser
False,20,8,0.2772454023361206,Ask for help,False,16,0.33247724175453186,Ask for help,False,16,0.2668628692626953,Ask for help,False,piano
False,5,2,0.45262518525123596,Ask for help,False,19,0.4232804775238037,Ask for help,False,19,0.2821904718875885,Ask for help,False,car
False,4,8,0.4146413505077362,Ask for help,False,4,0.3130311369895935,Ask for help,True,8,0.23155872523784637,Ask for help,False,bookshelf
False,21,21,0.34562113881111145,Ask for help,True,28,0.4258239269256592,Ask for help,False,21,0.447352796792984,Ask for help,True,plant
False,16,15,0.42992088198661804,Ask for help,False,15,0.5824928283691406,Ask for help,False,15,0.5232545733451843,Ask for help,False,mantel
False,6,6,0.4219665229320526,Ask for help,True,6,0.286016583442688,Ask for help,True,6,0.4163018465042114,Ask for help,True,chair
False,19,8,0.5854895114898682,Ask for help,False,21,0.41279691457748413,Ask for help,False,21,0.5254799127578735,Ask for help,False,person
False,6,30,0.3385382294654846,Ask for help,False,21,0.4191909432411194,Ask for help,False,28,0.3292003571987152,Ask for help,False,chair
False,2,2,0.4699132740497589,Ask for help,True,19,0.24743886291980743,Ask for help,False,2,0.1785416603088379,Ask for help,True,bed
False,17,28,0.9775007963180542,Grasp,False,28,0.488757848739624,Ask for help,False,28,0.4242842495441437,Ask for help,False,monitor
False,31,29,0.533345639705658,Ask for help,False,29,0.2959364652633667,Ask for help,False,29,0.20022039115428925,Ask for help,False,tv_stand
True,18,15,0.18936830759048462,Ask for help,,8,0.27811574935913086,Ask for help,,8,0.34918880462646484,Ask for help,,keyboard
False,0,8,0.5516873002052307,Ask for help,False,8,0.4562814235687256,Ask for help,False,8,0.4508008062839508,Ask for help,False,airplane
False,0,8,0.48441681265830994,Ask for help,False,8,0.5868034958839417,Ask for help,False,8,0.39680346846580505,Ask for help,False,airplane
False,30,30,0.5233375430107117,Ask for help,True,30,0.26166924834251404,Ask for help,True,8,0.2601601779460907,Ask for help,False,toilet
False,2,30,0.7409068942070007,Ask for help,False,30,0.40237993001937866,Ask for help,False,8,0.2707207202911377,Ask for help,False,bed
False,30,22,0.3505980670452118,Ask for help,False,29,0.3589402139186859,Ask for help,False,29,0.31191858649253845,Ask for help,False,toilet
False,17,19,0.5675904154777527,Ask for help,False,28,0.37125006318092346,Ask for help,False,28,0.24752545356750488,Ask for help,False,monitor
False,9,29,0.4361657500267029,Ask for help,False,29,0.21823765337467194,Ask for help,False,28,0.3030683398246765,Ask for help,False,desk
False,20,28,0.943746030330658,Grasp,False,28,0.49081215262413025,Ask for help,False,28,0.3272230327129364,Ask for help,False,piano
False,16,28,0.9130358099937439,Grasp,False,28,0.4565179646015167,Ask for help,False,28,0.4620506763458252,Ask for help,False,mantel
False,9,8,0.5968426465988159,Ask for help,False,28,0.3489137887954712,Ask for help,False,8,0.34469303488731384,Ask for help,False,desk
False,25,19,0.6859381198883057,Ask for help,False,19,0.34336358308792114,Ask for help,False,19,0.22987262904644012,Ask for help,False,sofa
False,18,22,0.28446540236473083,Ask for help,False,22,0.2818566560745239,Ask for help,False,22,0.19754691421985626,Ask for help,False,night_stand
False,32,28,0.20334981381893158,Ask for help,False,8,0.2544950544834137,Ask for help,False,21,0.22451145946979523,Ask for help,False,vase
False,18,19,0.3607099950313568,Ask for help,False,19,0.33267197012901306,Ask for help,False,19,0.22749556601047516,Ask for help,False,night_stand
False,14,8,0.7544030547142029,Ask for help,False,14,0.47072118520736694,Ask for help,True,8,0.5275670886039734,Ask for help,False,guitar
False,32,16,0.26760050654411316,Ask for help,False,21,0.23193268477916718,Ask for help,False,10,0.21893428266048431,Ask for help,False,vase
False,25,28,0.2778099477291107,Ask for help,False,8,0.25503477454185486,Ask for help,False,8,0.2836132049560547,Ask for help,False,sofa
False,5,19,0.8792020082473755,Grasp,False,19,0.4425014555454254,Ask for help,False,19,0.2975224554538727,Ask for help,False,car
False,25,6,0.16539686918258667,Ask for help,False,26,0.18713314831256866,Ask for help,False,26,0.1258855015039444,Ask for help,False,sofa
False,11,15,0.6397041082382202,Ask for help,False,15,0.32748258113861084,Ask for help,False,28,0.36804404854774475,Ask for help,False,dresser
False,23,21,0.5882157683372498,Ask for help,False,28,0.33711037039756775,Ask for help,False,28,0.28885266184806824,Ask for help,False,range_hood
False,28,28,0.4596996307373047,Ask for help,True,28,0.5800871849060059,Ask for help,True,28,0.5449174046516418,Ask for help,True,table
False,12,21,0.8744705319404602,Re-scan,False,21,0.8587024807929993,Re-scan,False,21,0.6014564633369446,Ask for help,False,flower_pot
False,30,19,0.4336228668689728,Ask for help,False,29,0.24149073660373688,Ask for help,False,28,0.30736467242240906,Ask for help,False,toilet
False,15,26,0.40132319927215576,Ask for help,False,15,0.6751686930656433,Ask for help,True,15,0.5940349698066711,Ask for help,True,lamp
False,34,21,0.19316183030605316,Ask for help,False,8,0.18837857246398926,Ask for help,False,26,0.21583551168441772,Ask for help,False,xbox
False,5,28,0.5888030529022217,Ask for help,False,28,0.45847487449645996,Ask for help,False,28,0.30651968717575073,Ask for help,False,car
False,23,21,0.5730431079864502,Ask for help,False,21,0.297619104385376,Ask for help,False,28,0.3744955360889435,Ask for help,False,range_hood
False,12,8,0.30129891633987427,Ask for help,False,29,0.2637193500995636,Ask for help,False,28,0.24903996288776398,Ask for help,False,flower_pot
False,16,21,0.5056995153427124,Ask for help,False,15,0.4292660355567932,Ask for help,False,15,0.32728493213653564,Ask for help,False,mantel
False,4,27,0.585988461971283,Ask for help,False,27,0.32637420296669006,Ask for help,False,3,0.2851113975048065,Ask for help,False,bookshelf
False,32,7,0.3777981996536255,Ask for help,False,7,0.5219240784645081,Ask for help,False,7,0.46969231963157654,Ask for help,False,vase
False,9,0,0.24802207946777344,Ask for help,False,8,0.3309031128883362,Ask for help,False,9,0.3761136531829834,Ask for help,True,desk
False,12,15,0.2973778545856476,Ask for help,False,8,0.21773585677146912,Ask for help,False,8,0.26001814007759094,Ask for help,False,flower_pot
False,32,15,0.4819147288799286,Ask for help,False,28,0.4249624013900757,Ask for help,False,28,0.4043769836425781,Ask for help,False,vase
False,30,28,0.33757495880126953,Ask for help,False,30,0.41915997862815857,Ask for help,True,30,0.2993195950984955,Ask for help,True,toilet
False,28,28,0.39820608496665955,Ask for help,True,8,0.3348618745803833,Ask for help,False,28,0.46057555079460144,Ask for help,True,table
False,25,19,0.6967782378196716,Ask for help,False,19,0.3484340012073517,Ask for help,False,28,0.4378662407398224,Ask for help,False,sofa
True,6,19,0.51180100440979,Ask for help,,19,0.2560083270072937,Ask for help,,21,0.2566414475440979,Ask for help,,bowl
False,32,21,0.4951514005661011,Ask for help,False,15,0.4239829480648041,Ask for help,False,15,0.3596821129322052,Ask for help,False,vase
False,21,21,0.5576873421669006,Ask for help,True,21,0.5607177019119263,Ask for help,True,21,0.4829545319080353,Ask for help,True,plant
False,31,19,0.4767346680164337,Ask for help,False,28,0.4333639144897461,Ask for help,False,28,0.44191479682922363,Ask for help,False,tv_stand
False,16,19,0.5670663714408875,Ask for help,False,19,0.2856388986110687,Ask for help,False,28,0.2687348425388336,Ask for help,False,mantel
False,32,15,0.31364551186561584,Ask for help,False,29,0.3341628611087799,Ask for help,False,29,0.37700891494750977,Ask for help,False,vase
False,23,15,0.30130448937416077,Ask for help,False,15,0.3546326756477356,Ask for help,False,15,0.23721535503864288,Ask for help,False,range_hood
False,13,29,0.6575456857681274,Ask for help,False,29,0.32880696654319763,Ask for help,False,29,0.24241946637630463,Ask for help,False,glass_box
False,5,29,0.5709485411643982,Ask for help,False,29,0.5256401300430298,Ask for help,False,29,0.3507023751735687,Ask for help,False,car
False,16,6,0.32634130120277405,Ask for help,False,6,0.22526812553405762,Ask for help,False,21,0.25164374709129333,Ask for help,False,mantel
True,6,10,0.5296210050582886,Ask for help,,10,0.284930944442749,Ask for help,,19,0.3570244610309601,Ask for help,,bowl
False,29,29,0.5148370265960693,Ask for help,True,29,0.4425591826438904,Ask for help,True,29,0.5171020030975342,Ask for help,True,tent
False,2,8,0.5634189248085022,Ask for help,False,8,0.394234836101532,Ask for help,False,8,0.30204376578330994,Ask for help,False,bed
True,5,21,0.40850624442100525,Ask for help,,15,0.4428172707557678,Ask for help,,15,0.29789862036705017,Ask for help,,bottle
True,5,6,0.33311721682548523,Ask for help,,15,0.29919880628585815,Ask for help,,15,0.4465869963169098,Ask for help,,bottle
False,14,8,0.6994212865829468,Ask for help,False,8,0.42691174149513245,Ask for help,False,14,0.5626430511474609,Ask for help,True,guitar
False,27,28,0.9625808000564575,Grasp,False,28,0.4812917709350586,Ask for help,False,28,0.5645911693572998,Ask for help,False,stool
False,2,19,0.8302027583122253,Re-scan,False,28,0.4703274667263031,Ask for help,False,19,0.46184325218200684,Ask for help,False,bed
False,32,8,0.4168436825275421,Ask for help,False,8,0.20843863487243652,Ask for help,False,27,0.24384130537509918,Ask for help,False,vase
False,34,29,0.566070556640625,Ask for help,False,29,0.45563435554504395,Ask for help,False,29,0.3039208650588989,Ask for help,False,xbox
False,28,15,0.42517343163490295,Ask for help,False,8,0.3246786594390869,Ask for help,False,28,0.2722075879573822,Ask for help,True,table
True,6,28,0.348622590303421,Ask for help,,10,0.4404256343841553,Ask for help,,10,0.3244234323501587,Ask for help,,bowl
False,31,28,0.39284878969192505,Ask for help,False,27,0.3606984615325928,Ask for help,False,28,0.3387918174266815,Ask for help,False,tv_stand
False,28,29,0.6568737030029297,Ask for help,False,29,0.4343661069869995,Ask for help,False,29,0.2896285653114319,Ask for help,False,table
False,21,29,0.6788136959075928,Ask for help,False,29,0.33958420157432556,Ask for help,False,21,0.3334444761276245,Ask for help,True,plant
False,4,21,0.270602285861969,Ask for help,False,3,0.41821736097335815,Ask for help,False,3,0.42541933059692383,Ask for help,False,bookshelf
False,4,26,0.4689634442329407,Ask for help,False,16,0.3692706227302551,Ask for help,False,19,0.27371543645858765,Ask for help,False,bookshelf
False,23,19,0.8988380432128906,Grasp,False,19,0.4559036195278168,Ask for help,False,19,0.30412742495536804,Ask for help,False,range_hood
False,8,14,0.6407662630081177,Ask for help,False,14,0.39215293526649475,Ask for help,False,14,0.3275519013404846,Ask for help,False,curtain
False,28,15,0.31806325912475586,Ask for help,False,28,0.4311068058013916,Ask for help,True,28,0.4386104643344879,Ask for help,True,table
False,6,28,0.4415596127510071,Ask for help,False,28,0.608934760093689,Ask for help,False,28,0.40596213936805725,Ask for help,False,chair
False,16,16,0.49321290850639343,Ask for help,True,10,0.4549744725227356,Ask for help,False,10,0.3328655958175659,Ask for help,False,mantel
False,6,6,0.2997734844684601,Ask for help,True,8,0.2725909352302551,Ask for help,False,8,0.19110511243343353,Ask for help,False,chair
False,21,21,0.24825681746006012,Ask for help,True,21,0.435032457113266,Ask for help,True,21,0.3493257462978363,Ask for help,True,plant
True,5,19,0.46914437413215637,Ask for help,,19,0.23463766276836395,Ask for help,,21,0.28577539324760437,Ask for help,,bottle
False,28,8,0.3888653814792633,Ask for help,False,28,0.47668781876564026,Ask for help,True,28,0.3345828056335449,Ask for help,True,table
False,17,19,0.804989755153656,Re-scan,False,19,0.4031621813774109,Ask for help,False,0,0.3522838056087494,Ask for help,False,monitor
False,20,21,0.5250785946846008,Ask for help,False,28,0.4500187635421753,Ask for help,False,28,0.30001404881477356,Ask for help,False,piano
False,6,26,0.17732873558998108,Ask for help,False,8,0.20292441546916962,Ask for help,False,6,0.23111625015735626,Ask for help,True,chair
False,11,8,0.2905051112174988,Ask for help,False,28,0.38353851437568665,Ask for help,False,28,0.3139611482620239,Ask for help,False,dresser
False,31,3,0.6180275082588196,Ask for help,False,3,0.30966371297836304,Ask for help,False,27,0.22118866443634033,Ask for help,False,tv_stand
False,11,29,0.5520656704902649,Ask for help,False,29,0.2800483703613281,Ask for help,False,29,0.3406190872192383,Ask for help,False,dresser
False,28,8,0.3931545317173004,Ask for help,False,8,0.4499412775039673,Ask for help,False,8,0.5263301134109497,Ask for help,False,table
False,0,8,0.3464285433292389,Ask for help,False,19,0.4097912013530731,Ask for help,False,8,0.30947956442832947,Ask for help,False,airplane
False,11,22,0.2624113857746124,Ask for help,False,29,0.4769948124885559,Ask for help,False,29,0.39013877511024475,Ask for help,False,dresser
False,11,28,0.7496917843818665,Ask for help,False,28,0.8655657768249512,Re-scan,False,28,0.6673458218574524,Ask for help,False,dresser
